[0.039s] Invoking command in '/home/ik/aws_ws/build/dwb_msgs': AMENT_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:/opt/ros/foxy LD_LIBRARY_PATH=/home/ik/aws_ws/install/nav_2d_msgs/lib:${LD_LIBRARY_PATH} PYTHONPATH=/home/ik/aws_ws/install/nav_2d_msgs/lib/python3.8/site-packages:${PYTHONPATH} /usr/bin/cmake --build /home/ik/aws_ws/build/dwb_msgs -- -j8 -l8
[0.102s] [  1%] Built target dwb_msgs__cpp
[0.109s] [ 12%] Built target dwb_msgs__rosidl_generator_c
[0.128s] [ 24%] Built target dwb_msgs__rosidl_typesupport_introspection_cpp
[0.134s] [ 35%] Built target dwb_msgs__rosidl_typesupport_cpp
[0.138s] [ 47%] Built target dwb_msgs__rosidl_typesupport_introspection_c
[0.139s] [ 58%] Built target dwb_msgs__rosidl_typesupport_fastrtps_cpp
[0.142s] [ 70%] Built target dwb_msgs__rosidl_typesupport_c
[0.174s] [ 82%] Built target dwb_msgs__rosidl_typesupport_fastrtps_c
[0.201s] [ 82%] Built target dwb_msgs
[0.233s] [ 83%] Built target dwb_msgs__py
[0.277s] [ 93%] Built target dwb_msgs__python
[0.311s] [ 95%] Built target dwb_msgs__rosidl_typesupport_introspection_c__pyext
[0.313s] [ 97%] Built target dwb_msgs__rosidl_typesupport_c__pyext
[0.316s] [100%] Built target dwb_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/ament_index/resource_index/package_run_dependencies/dwb_msgs
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/ament_index/resource_index/parent_prefix_path/dwb_msgs
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/ament_prefix_path.sh
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/ament_prefix_path.dsv
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/path.sh
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/path.dsv
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/local_setup.bash
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/local_setup.sh
[0.548s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/local_setup.zsh
[0.549s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/local_setup.dsv
[0.549s] -- Symlinking: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/package.dsv
[0.563s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/ament_index/resource_index/packages/dwb_msgs
[0.564s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/rosidl_cmake-extras.cmake
[0.564s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/ament_cmake_export_dependencies-extras.cmake
[0.564s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/ament_cmake_export_libraries-extras.cmake
[0.565s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/ament_cmake_export_targets-extras.cmake
[0.565s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/ament_cmake_export_include_directories-extras.cmake
[0.565s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/rosidl_cmake_export_typesupport_libraries-extras.cmake
[0.566s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/rosidl_cmake_export_typesupport_targets-extras.cmake
[0.566s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgsConfig.cmake
[0.567s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgsConfig-version.cmake
[0.567s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/package.xml
[0.568s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_generator_c.so
[0.569s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_introspection_c.so
[0.569s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_c.so
[0.570s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_introspection_cpp.so
[0.570s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_cpp.so
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_generator_cExport.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_generator_cExport-noconfig.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_introspection_cExport.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_introspection_cExport-noconfig.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_cExport.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_cExport-noconfig.cmake
[0.605s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_generator_cppExport.cmake
[0.606s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_introspection_cppExport.cmake
[0.606s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_introspection_cppExport-noconfig.cmake
[0.606s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_cppExport.cmake
[0.606s] -- Up-to-date: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/cmake/dwb_msgs__rosidl_typesupport_cppExport-noconfig.cmake
[0.612s] Invoked command in '/home/ik/aws_ws/build/dwb_msgs' returned '0': AMENT_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:/opt/ros/foxy LD_LIBRARY_PATH=/home/ik/aws_ws/install/nav_2d_msgs/lib:${LD_LIBRARY_PATH} PYTHONPATH=/home/ik/aws_ws/install/nav_2d_msgs/lib/python3.8/site-packages:${PYTHONPATH} /usr/bin/cmake --install /home/ik/aws_ws/build/dwb_msgs
